English name,species_code
Golden-crowned Woodpecker,gocwoo3
Bearded Woodpecker,beawoo1
Abyssinian Woodpecker,abywoo1
Melancholy Woodpecker,melwoo1
Gabon Woodpecker,gabwoo1
Elliot's Woodpecker,ellwoo1
Little Gray Woodpecker,ligwoo3
Speckle-breasted Woodpecker,spbwoo2
Cardinal Woodpecker,carwoo1
Stierling's Woodpecker,stiwoo1
Brown-backed Woodpecker,brbwoo1
African Gray Woodpecker,grywoo1
Mountain Gray Woodpecker,gyhwoo1
Olive Woodpecker,oliwoo2
Rufous-bellied Woodpecker,rubwoo1
Fulvous-breasted Woodpecker,fubwoo2
Freckle-breasted Woodpecker,frbwoo1
Stripe-breasted Woodpecker,stbwoo4
Okinawa Woodpecker,okiwoo1
White-backed Woodpecker,whbwoo1
Darjeeling Woodpecker,darwoo1
Great Spotted Woodpecker,grswoo
White-winged Woodpecker,whwwoo1
Himalayan Woodpecker,himwoo1
Syrian Woodpecker,syrwoo1
Sind Woodpecker,sinwoo1
Lesser Spotted Woodpecker,leswoo1
Crimson-naped Woodpecker,crbwoo6
Necklaced Woodpecker,crbwoo7
Downy Woodpecker,dowwoo
Nuttall's Woodpecker,nutwoo
Ladder-backed Woodpecker,labwoo
Red-cockaded Woodpecker,recwoo
Hairy Woodpecker,haiwoo
White-headed Woodpecker,whhwoo
Smoky-brown Woodpecker,smbwoo1
Strickland's Woodpecker,strwoo
Arizona Woodpecker,ariwoo
Red-rumped Woodpecker,rerwoo1
Golden-collared Woodpecker,gocwoo2
White-spotted Woodpecker,whswoo2
Checkered Woodpecker,chewoo3
Striped Woodpecker,strwoo6
Blood-colored Woodpecker,blcwoo3
Little Woodpecker,litwoo2
Dot-fronted Woodpecker,dofwoo1
Scarlet-backed Woodpecker,scbwoo3
Yellow-vented Woodpecker,yevwoo1
Bar-bellied Woodpecker,babwoo2
Red-stained Woodpecker,reswoo1
Choco Woodpecker,chowoo1
Yellow-eared Woodpecker,yeewoo1
Maroon Woodpecker,marwoo1
Bay Woodpecker,baywoo1
Orange-backed Woodpecker,orbwoo1
Greater Flameback,grefla1
Malabar Flameback,grefla4
Javan Flameback,javfla1
Luzon Flameback,luzfla1
Yellow-faced Flameback,yeffla1
Buff-spotted Flameback,busfla1
Red-headed Flameback,rehfla1
Crimson-backed Flameback,crbfla1
White-naped Woodpecker,whnwoo1
Powerful Woodpecker,powwoo1
Crimson-bellied Woodpecker,crbwoo1
Red-necked Woodpecker,renwoo1
Robust Woodpecker,robwoo1
Crimson-crested Woodpecker,crcwoo1
Pale-billed Woodpecker,pabwoo1
Guayaquil Woodpecker,guawoo2
Cream-backed Woodpecker,crbwoo2
Magellanic Woodpecker,magwoo1
Ivory-billed Woodpecker,ivbwoo
Imperial Woodpecker,impwoo1
Rufous Woodpecker,rufwoo2
Buff-necked Woodpecker,bunwoo1
Buff-rumped Woodpecker,burwoo1
Zebra Woodpecker,burwoo3
Black-and-buff Woodpecker,babwoo3
Pale-headed Woodpecker,pahwoo1
Bamboo Woodpecker,bamwoo1
Olive-backed Woodpecker,olbwoo2
Himalayan Flameback,himfla1
Common Flameback,comfla1
Spot-throated Flameback,sptfla1
Black-rumped Flameback,bkrfla1
Red-backed Flameback,bkrfla2
Lesser Yellownape,lesyel1
Crimson-winged Woodpecker,crwwoo1
Streak-throated Woodpecker,sttwoo1
Scaly-bellied Woodpecker,scbwoo1
Red-collared Woodpecker,recwoo2
Streak-breasted Woodpecker,stbwoo3
Laced Woodpecker,lacwoo1
Japanese Woodpecker,japwoo1
Gray-headed Woodpecker,gyfwoo1
Black-headed Woodpecker,blhwoo1
Levaillant's Woodpecker,levwoo1
Eurasian Green Woodpecker,eugwoo2
Iberian Green Woodpecker,grnwoo3
Banded Woodpecker,banwoo2
Greater Yellownape,greyel1
Checker-throated Woodpecker,chtwoo1
Ground Woodpecker,growoo1
Brown-eared Woodpecker,brewoo1
Buff-spotted Woodpecker,buswoo1
Tullberg's Woodpecker,tulwoo2
Fine-banded Woodpecker,tulwoo3
Green-backed Woodpecker,grbwoo2
Nubian Woodpecker,nubwoo1
Fine-spotted Woodpecker,fiswoo1
Bennett's Woodpecker,benwoo1
Speckle-throated Woodpecker,reiwoo1
Knysna Woodpecker,knywoo1
Golden-tailed Woodpecker,gotwoo1
Mombasa Woodpecker,momwoo1
Ashy Woodpecker,ashwoo1
Northern Sooty-Woodpecker,soowoo1
Southern Sooty-Woodpecker,sousow1
Great Slaty Woodpecker,grswoo1
Lineated Woodpecker,linwoo1
Pileated Woodpecker,pilwoo
Black-bodied Woodpecker,blbwoo3
White-bellied Woodpecker,whbwoo2
Andaman Woodpecker,andwoo1
Black Woodpecker,blawoo1
Cinnamon Woodpecker,cinwoo1
Ringed Woodpecker,rinwoo1
Helmeted Woodpecker,helwoo1
Chestnut-colored Woodpecker,chcwoo1
Waved Woodpecker,wavwoo5
Cream-colored Woodpecker,crcwoo2
Rufous-headed Woodpecker,ruhwoo1
Kaempfer's Woodpecker,caawoo1
Ochre-backed Woodpecker,blcwoo5
Chestnut Woodpecker,chewoo2
Pale-crested Woodpecker,pacwoo1
Blond-crested Woodpecker,blcwoo4
Rufous-winged Woodpecker,ruwwoo1
Stripe-cheeked Woodpecker,stcwoo1
White-throated Woodpecker,whtwoo2
Lita Woodpecker,litwoo1
Yellow-throated Woodpecker,yetwoo1
Golden-green Woodpecker,gogwoo1
White-browed Woodpecker,whbwoo7
Golden-olive Woodpecker,goowoo1
Gray-crowned Woodpecker,grcwoo1
Crimson-mantled Woodpecker,crmwoo2
Black-necked Woodpecker,blnwoo1
Spot-breasted Woodpecker,spbwoo1
Green-barred Woodpecker,grbwoo3
Northern Flicker,norfli
Guatemalan Flicker,norfli1
Gilded Flicker,gilfli
Bermuda Flicker,berfli1
Fernandina's Flicker,ferfli1
Chilean Flicker,chifli1
Andean Flicker,andfli1
Campo Flicker,camfli1
Red-legged Seriema,relser1
Black-legged Seriema,bllser1
Laughing Falcon,laufal1
Buckley's Forest-Falcon,buffal1
Collared Forest-Falcon,coffal1
Slaty-backed Forest-Falcon,sbffal1
Barred Forest-Falcon,baffal1
Cryptic Forest-Falcon,cryfof1
Plumbeous Forest-Falcon,plffal1
Lined Forest-Falcon,liffal1
Spot-winged Falconet,spwfal2
Guadalupe Caracara,guacar2
Crested Caracara,y00678
Red-throated Caracara,retcar2
Yellow-headed Caracara,yehcar1
Black Caracara,blacar1
Chimango Caracara,chicar1
Carunculated Caracara,carcar1
Mountain Caracara,moucar1
White-throated Caracara,whtcar1
Striated Caracara,strcar1
Pygmy Falcon,pygfal1
Philippine Falconet,phifal1
Pied Falconet,piefal2
Collared Falconet,colfal1
Black-thighed Falconet,bltfal1
White-fronted Falconet,whffal1
White-rumped Falcon,whrfal1
Lesser Kestrel,leskes1
Eurasian Kestrel,eurkes
Rock Kestrel,eurkes1
Malagasy Kestrel,madkes1
Mauritius Kestrel,maukes1
Seychelles Kestrel,seykes1
Reunion Kestrel,reukes1
Spotted Kestrel,spokes1
Nankeen Kestrel,auskes1
Greater Kestrel,grekes1
American Kestrel,amekes
Fox Kestrel,foxkes1
Gray Kestrel,grykes1
Dickinson's Kestrel,dickes1
Banded Kestrel,bankes1
Red-necked Falcon,renfal1
Red-footed Falcon,reffal1
Amur Falcon,amufal1
Eleonora's Falcon,elefal1
Sooty Falcon,soofal1
Merlin,merlin
Eurasian Hobby,eurhob
African Hobby,afrhob1
Oriental Hobby,orihob1
Australian Hobby,aushob1
New Zealand Falcon,nezfal1
Brown Falcon,brofal1
Gray Falcon,gryfal1
Black Falcon,blafal1
Aplomado Falcon,aplfal
Bat Falcon,batfal1
Orange-breasted Falcon,orbfal1
Lanner Falcon,lanfal1
Laggar Falcon,lagfal1
Saker Falcon,sakfal1
Gyrfalcon,gyrfal
Peregrine Falcon,perfal
Prairie Falcon,prafal
Taita Falcon,taifal1
Kea,kea1
Norfolk Island Kaka,noikak1
New Zealand Kaka,nezkak1
Kakapo,kakapo2
Yellow-tailed Black-Cockatoo,ytbcoc1
Carnaby's Black-Cockatoo,slbblc1
Baudin's Black-Cockatoo,whtblc1
Red-tailed Black-Cockatoo,rtbcoc1
Glossy Black-Cockatoo,glbcoc1
Cockatiel,cockat
Palm Cockatoo,palcoc1
Gang-gang Cockatoo,gagcoc1
Galah,galah
Pink Cockatoo,pincoc1
Philippine Cockatoo,phicoc1
Tanimbar Corella,tancoc1
Solomons Corella,duccoc1
Western Corella,wescor1
Little Corella,litcor2
Long-billed Corella,lobcor1
White Cockatoo,whicoc1
Blue-eyed Cockatoo,blecoc1
Salmon-crested Cockatoo,saccoc
Yellow-crested Cockatoo,yeccoc1
Citron-crested Cockatoo,yeccoc5
Sulphur-crested Cockatoo,succoc
Pesquet's Parrot,pespar1
Greater Vasa Parrot,vaspar1
Lesser Vasa Parrot,blapar1
Comoro Black Parrot,levpar1
Seychelles Parrot,seypar1
Yellow-capped Pygmy-Parrot,ycppar1
Geelvink Pygmy-Parrot,geppar1
Buff-faced Pygmy-Parrot,bfppar1
Red-breasted Pygmy-Parrot,rbppar1
Meek's Pygmy-Parrot,meppar1
Finsch's Pygmy-Parrot,fippar1
Superb Parrot,suppar1
Regent Parrot,regpar1
Princess Parrot,alepar1
Australian King-Parrot,aukpar1
Moluccan King-Parrot,mokpar1
Papuan King-Parrot,pakpar1
Olive-shouldered Parrot,olspar1
Red-winged Parrot,rewpar1
Buru Racquet-tail,burtai1
Golden-mantled Racquet-tail,gmrtai1
Mindanao Racquet-tail,mirtai1
Luzon Racquet-tail,luzrat1
Blue-headed Racquet-tail,bhrtai1
Mindoro Racquet-tail,minrat1
Blue-winged Racquet-tail,bwrtai1
Yellow-breasted Racquet-tail,yebrat1
Green Racquet-tail,grrtai1
Blue-crowned Racquet-tail,bcrtai1
Moluccan Eclectus,eclpar1
Sumba Eclectus,eclpar2
Tanimbar Eclectus,eclpar3
Papuan Eclectus,eclpar4
Oceanic Eclectus,ocepar1
Red-cheeked Parrot,recpar2
Blue-collared Parrot,blcpar3
Singing Parrot,sinpar1
Blue-rumped Parrot,blrpar1
Simeulue Parrot,burpar5
Mascarene Parrot,maspar1
Alexandrine Parakeet,alepar2
Seychelles Parakeet,seypar2
Rose-ringed Parakeet,rorpar
Echo Parakeet,maupar1
Slaty-headed Parakeet,slhpar1
Gray-headed Parakeet,gyhpar2
Plum-headed Parakeet,plhpar1
Blossom-headed Parakeet,blhpar3
Malabar Parakeet,malpar1
Layard's Parakeet,laypar1
Derbyan Parakeet,derpar1
Red-breasted Parakeet,rebpar4
Nicobar Parakeet,nicpar1
Newton's Parakeet,newpar2
Long-tailed Parakeet,lotpar2
Mauritius Gray Parrot,magpar1
Broad-billed Parrot,brbpar3
Rodrigues Parrot,rodpar1
Painted Tiger-Parrot,patpar1
Brehm's Tiger-Parrot,brtpar2
Modest Tiger-Parrot,motpar1
Madarasz's Tiger-Parrot,matpar1
Black-lored Parrot,bllpar1
Great-billed Parrot,grbpar1
Blue-naped Parrot,blnpar1
Blue-backed Parrot,azrpar8
Azure-rumped Parrot,azrpar9
Ground Parrot,gropar1
Night Parrot,nigpar2
Bourke's Parrot,boupar2
Blue-winged Parrot,blwpar3
Elegant Parrot,elepar1
Rock Parrot,rocpar1
Orange-bellied Parrot,orbpar1
Turquoise Parrot,turpar1
Scarlet-chested Parrot,sccpar1
Swift Parrot,swipar1
Crimson Shining-Parrot,crspar1
Red Shining-Parrot,respar1
Masked Shining-Parrot,maspar2
Horned Parakeet,horpar2
Ouvea Parakeet,horpar3
Raiatea Parakeet,raipar1
Black-fronted Parakeet,blfpar2
Antipodes Parakeet,antpar1
Red-crowned Parakeet,refpar4
Reischek's Parakeet,reipar1
New Caledonian Parakeet,necpar1
Norfolk Island Parakeet,noipar1
Yellow-crowned Parakeet,yefpar3
Chatham Islands Parakeet,chipar1
Malherbe's Parakeet,malpar2
Australian Ringneck,polpar1
Green Rosella,greros2
Crimson Rosella,criros2
Northern Rosella,norros1
Eastern Rosella,easros1
Pale-headed Rosella,pahros1
Western Rosella,wesros1
Greater Bluebonnet,bluebo1
Naretha Bluebonnet,bluebo4
Red-rumped Parrot,rerpar1
Mulga Parrot,mulpar1
Hooded Parrot,hoopar1
Golden-shouldered Parrot,gospar1
Paradise Parrot,parpar2
Red-capped Parrot,recpar1
Dusky-cheeked Fig-Parrot,orbfip1
Blue-fronted Fig-Parrot,orbfip2
Black-fronted Fig-Parrot,crbfip1
Double-eyed Fig-Parrot,defpar1
Large Fig-Parrot,lafpar1
Edwards's Fig-Parrot,edfpar1
Salvadori's Fig-Parrot,safpar1
Guaiabero,guaiab1
Budgerigar,budger
Plum-faced Lorikeet,plflor1
Pygmy Lorikeet,pyglor1
Red-fronted Lorikeet,reflor2
Red-flanked Lorikeet,reflor1
Blue-fronted Lorikeet,blflor1
Fairy Lorikeet,failor1
Striated Lorikeet,strlor1
Josephine's Lorikeet,joslor1
West Papuan Lorikeet,paplor1
Stella's Lorikeet,paplor3
Duchess Lorikeet,duclor1
Meek's Lorikeet,meelor1
New Caledonian Lorikeet,neclor1
Red-chinned Lorikeet,reclor1
Palm Lorikeet,pallor1
Red-throated Lorikeet,retlor1
Collared Lory,collor1
Blue-crowned Lorikeet,blclor2
Ultramarine Lorikeet,ultlor1
Stephen's Lorikeet,stelor1
Kuhl's Lorikeet,kuhlor1
Blue Lorikeet,blulor1
Yellow-billed Lorikeet,yeblor2
Orange-billed Lorikeet,orblor1
White-naped Lory,whnlor2
Yellow-bibbed Lory,yeblor1
Chattering Lory,chalor1
Purple-naped Lory,punlor1
Purple-bellied Lory,publor1
Black-capped Lory,blclor1
Varied Lorikeet,varlor1
Little Lorikeet,litlor1
Purple-crowned Lorikeet,puclor1
Dusky Lory,duslor1
Cardinal Lory,carlor1
Brown Lory,brolor1
Black Lory,blalor1
Yellow-streaked Lory,yeslor1
Goldie's Lorikeet,gollor1
Musk Lorikeet,muslor1
Mindanao Lorikeet,minlor1
Iris Lorikeet,irilor1
Ornate Lorikeet,ornlor1
Yellow-cheeked Lorikeet,yaglor2
Sula Lorikeet,yaglor3
Blue-streaked Lory,blslor1
Blue-eared Lory,blelor1
Red Lory,redlor1
Black-winged Lory,blwlor1
Red-and-blue Lory,rablor1
Violet-necked Lory,vinlor1
Pohnpei Lorikeet,pohlor1
Scaly-breasted Lorikeet,scblor1
Coconut Lorikeet,railor4
Biak Lorikeet,railor6
Rainbow Lorikeet,railor5
Red-collared Lorikeet,railor7
Olive-headed Lorikeet,olhlor1
Marigold Lorikeet,railor2
Leaf Lorikeet,railor8
Sunset Lorikeet,railor3
Vernal Hanging-Parrot,vehpar1
Sri Lanka Hanging-Parrot,cehpar1
Philippine Hanging-Parrot,phihap1
Camiguin Hanging-Parrot,camhap1
Black-billed Hanging-Parrot,phihap11
Blue-crowned Hanging-Parrot,bchpar1
Sulawesi Hanging-Parrot,suhpar1
Sula Hanging-Parrot,sulhap1
Moluccan Hanging-Parrot,mohpar1
Sangihe Hanging-Parrot,sahpar2
Papuan Hanging-Parrot,paphap1
Green-fronted Hanging-Parrot,gfhpar1
Pygmy Hanging-Parrot,pyghap1
Yellow-throated Hanging-Parrot,ythpar1
Wallace's Hanging-Parrot,wahpar2
Black-collared Lovebird,blclov2
Gray-headed Lovebird,gyhlov1
Red-headed Lovebird,rehlov1
Black-winged Lovebird,blwlov1
Rosy-faced Lovebird,peflov
Fischer's Lovebird,fislov1
Yellow-collared Lovebird,yeclov
Lilian's Lovebird,lillov1
Black-cheeked Lovebird,blclov1
Timneh Parrot,grypar10
Gray Parrot,grepar
Brown-necked Parrot,brnpar1
Cape Parrot,bnnpar2
Red-fronted Parrot,refpar5
Meyer's Parrot,meypar1
Rüppell's Parrot,ruepar1
Brown-headed Parrot,brhpar2
Niam-Niam Parrot,ninpar1
Red-bellied Parrot,rebpar1
Senegal Parrot,senpar
Yellow-fronted Parrot,yefpar4
Lilac-tailed Parrotlet,litpar2
Scarlet-shouldered Parrotlet,scspar1
Red-fronted Parrotlet,refpar1
Blue-fronted Parrotlet,bufpar1
Sapphire-rumped Parrotlet,sarpar2
Brown-backed Parrotlet,brbpar1
Golden-tailed Parrotlet,gotpar2
Spot-winged Parrotlet,spwpar2
Gray-hooded Parakeet,gyhpar1
Mountain Parakeet,moupar2
Barred Parakeet,barpar1
Rufous-fronted Parakeet,rufpar1
Andean Parakeet,andpar1
Tepui Parrotlet,teppar1
Amazonian Parrotlet,amapar1
Monk Parakeet,monpar
Tui Parakeet,tuipar1
Plain Parakeet,plapar1
White-winged Parakeet,whwpar
Yellow-chevroned Parakeet,yecpar
Gray-cheeked Parakeet,gycpar1
Orange-chinned Parakeet,orcpar
Cobalt-winged Parakeet,cowpar1
Golden-winged Parakeet,gowpar2
Pileated Parrot,recpar3
Blue-bellied Parrot,blbpar4
Rusty-faced Parrot,rufpar2
Indigo-winged Parrot,inwpar1
Red-faced Parrot,refpar2
Black-winged Parrot,blwpar1
Brown-hooded Parrot,brhpar1
Rose-faced Parrot,rofpar2
Saffron-headed Parrot,sahpar1
Orange-cheeked Parrot,orcpar2
Caica Parrot,caipar2
Bald Parrot,balpar1
Vulturine Parrot,vulpar1
Dusky Parrot,duspar1
Red-billed Parrot,rebpar2
Scaly-headed Parrot,schpar1
Speckle-faced Parrot,spfpar1
Blue-headed Parrot,blhpar1
White-crowned Parrot,whcpar
Bronze-winged Parrot,brwpar1
Short-tailed Parrot,shtpar2
Yellow-faced Parrot,yefpar5
Festive Amazon,fespar1
Vinaceous-breasted Amazon,vinpar1
Tucuman Amazon,tucpar1
Red-spectacled Amazon,respar2
Red-crowned Amazon,recpar
Lilac-crowned Amazon,licpar
Red-lored Amazon,relpar
Blue-cheeked Amazon,blcpar2
Red-browed Amazon,rebpar7
Red-necked Amazon,renpar1
Martinique Amazon,marpar1
St. Lucia Amazon,stlpar1
Yellow-naped Amazon,yenpar1
Yellow-headed Amazon,yehpar
Yellow-crowned Amazon,ywcpar
Yellow-shouldered Amazon,yespar1
Turquoise-fronted Amazon,bufpar
Black-billed Amazon,blbpar1
White-fronted Amazon,whfpar1
Yellow-lored Amazon,yelpar1
Yellow-billed Amazon,yebpar1
Cuban Amazon,cubpar1
Hispaniolan Amazon,hispar1
Puerto Rican Amazon,purpar1
Mealy Amazon,meapar
Kawall's Amazon,kawpar1
Imperial Amazon,imppar1
Guadeloupe Amazon,guapar1
Red-tailed Amazon,retpar1
St. Vincent Amazon,stvpar1
Orange-winged Amazon,orwpar
Scaly-naped Amazon,scnpar1
Dusky-billed Parrotlet,dubpar1
Mexican Parrotlet,mexpar1
Turquoise-winged Parrotlet,buwpar1
Riparian Parrotlet,buwpar2
Cobalt-rumped Parrotlet,buwpar3
Green-rumped Parrotlet,grrpar1
Spectacled Parrotlet,spepar1
Pacific Parrotlet,pacpar2
Yellow-faced Parrotlet,yefpar2
Black-headed Parrot,blhpar4
White-bellied Parrot,whbpar1
Red-fan Parrot,refpar3
Ochre-marked Parakeet,bltpar2
Blaze-winged Parakeet,blwpar2
Maroon-bellied Parakeet,mabpar
Pearly Parakeet,peapar1
Crimson-bellied Parakeet,crbpar1
Green-cheeked Parakeet,gncpar
Pfrimer's Parakeet,pfrpar1
Gray-breasted Parakeet,gybpar1
Maroon-faced Parakeet,mafpar3
Painted Parakeet,paipar1
Santarem Parakeet,sanpar2
Bonaparte's Parakeet,bonpar1
Rose-fronted Parakeet,rofpar3
Santa Marta Parakeet,sampar1
Fiery-shouldered Parakeet,fispar1
Maroon-tailed Parakeet,matpar2
El Oro Parakeet,elopar1
Black-capped Parakeet,blcpar1
White-necked Parakeet,whnpar1
Brown-breasted Parakeet,brbpar2
Red-eared Parakeet,reepar1
Rose-headed Parakeet,rohpar1
Sulphur-winged Parakeet,suwpar1
Austral Parakeet,auspar1
Slender-billed Parakeet,slbpar1
Burrowing Parakeet,burpar
Hyacinth Macaw,hyamac1
Glaucous Macaw,glamac1
Indigo Macaw,indmac1
Thick-billed Parrot,thbpar
Maroon-fronted Parrot,mafpar1
Olive-throated Parakeet,oltpar1
Orange-fronted Parakeet,orfpar
Peach-fronted Parakeet,pefpar1
Brown-throated Parakeet,brtpar1
Cactus Parakeet,cacpar1
Carolina Parakeet,carpar
Dusky-headed Parakeet,duhpar
Nanday Parakeet,bkhpar
Sun Parakeet,sunpar1
Sulphur-breasted Parakeet,subpar1
Jandaya Parakeet,janpar1
Golden-capped Parakeet,gocpar2
Spix's Macaw,spimac1
Red-bellied Macaw,rebmac2
Blue-winged Macaw,buwmac1
Blue-headed Macaw,buhmac1
Yellow-collared Macaw,yecmac
Blue-and-yellow Macaw,baymac
Blue-throated Macaw,bltmac1
Chestnut-fronted Macaw,chfmac1
Cuban Macaw,cubmac1
Red-fronted Macaw,refmac1
Military Macaw,milmac
Great Green Macaw,grgmac
Scarlet Macaw,scamac1
Red-and-green Macaw,ragmac1
Golden-plumed Parakeet,goppar1
Yellow-eared Parrot,yeepar1
Golden Parakeet,golpar3
Blue-crowned Parakeet,bucpar
Red-shouldered Macaw,resmac2
Green Parakeet,grnpar
Socorro Parakeet,grnpar2
Pacific Parakeet,pacpar1
Crimson-fronted Parakeet,crfpar
Scarlet-fronted Parakeet,scfpar2
Cordilleran Parakeet,scfpar3
Mitred Parakeet,mitpar
Red-masked Parakeet,rempar
White-eyed Parakeet,whepar2
Cuban Parakeet,cubpar2
Hispaniolan Parakeet,hispar
Puerto Rican Parakeet,purpar2
Guadeloupe Parakeet,guapar2
Stephens Island Wren,stiwre1
Rifleman,riflem1
Bush Wren,buswre1
South Island Wren,soiwre1
African Broadbill,afrbro1
Gray-headed Broadbill,gyhbro1
Rufous-sided Broadbill,rusbro1
Green Broadbill,grebro1
Hose's Broadbill,hosbro1
Whitehead's Broadbill,whibro1
Grauer's Broadbill,grabro1
Long-tailed Broadbill,lotbro1
Dusky Broadbill,dusbro1
Visayan Broadbill,visbro1
Wattled Broadbill,watbro1
Silver-breasted Broadbill,sibbro3
Gray-lored Broadbill,sibbro2
Black-and-red Broadbill,barbro1
Banded Broadbill,banbro1
Black-and-yellow Broadbill,baybro1
Sapayoa,sapayo1
Velvet Asity,velasi1
Schlegel's Asity,schasi1
Common Sunbird-Asity,sunasi1
Yellow-bellied Sunbird-Asity,yebasi1
Whiskered Pitta,whipit1
Philippine Pitta,rebpit1
Sula Pitta,sulpit1
Sulawesi Pitta,sulpit4
North Moluccan Pitta,molpit1
South Moluccan Pitta,sompit1
Papuan Pitta,pappit1
Bismarck Pitta,bispit1
Louisiade Pitta,loupit1
Graceful Pitta,blcpit1
Black-crowned Pitta,bkhpit1
Blue-banded Pitta,blbpit1
Garnet Pitta,garpit1
Eared Pitta,earpit1
Rusty-naped Pitta,runpit1
Blue-naped Pitta,blnpit1
Blue-rumped Pitta,blrpit1
Giant Pitta,giapit1
Schneider's Pitta,schpit1
Malayan Banded-Pitta,banpit3
Javan Banded-Pitta,banpit2
Bornean Banded-Pitta,banpit4
Blue-headed Pitta,blhpit1
Blue Pitta,blupit1
Bar-bellied Pitta,babpit1
Gurney's Pitta,gurpit1
African Pitta,afrpit1
Green-breasted Pitta,grbpit1
Indian Pitta,indpit1
Blue-winged Pitta,blwpit1
Fairy Pitta,faipit1
Nicobar Hooded Pitta,hoopit4
Western Hooded Pitta,wehpit1
Minahasa Hooded Pitta,hoopit8
Eastern Hooded Pitta,eahpit1
Biak Hooded Pitta,hoopit11
Azure-breasted Pitta,azbpit1
Noisy Pitta,noipit1
Ivory-breasted Pitta,ivbpit1
Ornate Pitta,elepit2
Elegant Pitta,elepit7
Banda Sea Pitta,elepit6
Black-faced Pitta,blfpit1
Mangrove Pitta,manpit1
Superb Pitta,suppit1
Rainbow Pitta,raipit1
Rufous-rumped Antwren,rurant1
Chestnut-shouldered Antwren,chsant1
Yellow-rumped Antwren,yerant1
Ash-winged Antwren,aswant1
Fasciated Antshrike,fasant1
Bamboo Antshrike,bamant1
Spot-backed Antshrike,spbant3
Giant Antshrike,giaant2
Large-tailed Antshrike,latant1
Tufted Antshrike,tufant1
Black-throated Antshrike,bltant3
Undulated Antshrike,undant2
Fulvous Antshrike,fulant1
Great Antshrike,greant1
Black-crested Antshrike,blcant4
Glossy Antshrike,gloant1
Silvery-cheeked Antshrike,sicant1
Caatinga Antwren,caaant1
White-bearded Antshrike,whbant2
Barred Antshrike,barant1
Rufous-capped Antshrike,rucant1
Rufous-winged Antshrike,ruwant2
Chapman's Antshrike,chaant1
Bar-crested Antshrike,bacant2
Lined Antshrike,linant1
Chestnut-backed Antshrike,chbant2
Collared Antshrike,colant1
Black-crowned Antshrike,wesant1
Black-hooded Antshrike,blhant2
Plain-winged Antshrike,plwant1
Mouse-colored Antshrike,mocant1
Black Antshrike,blaant1
Cocha Antshrike,cocant1
Castelnau's Antshrike,casant1
Blackish-gray Antshrike,blgant2
Northern Slaty-Antshrike,norsla1
Natterer's Slaty-Antshrike,natsla1
Bolivian Slaty-Antshrike,bolsla1
Planalto Slaty-Antshrike,plasla1
Sooretama Slaty-Antshrike,soosla1
Variable Antshrike,varant1
Uniform Antshrike,uniant2
White-shouldered Antshrike,whsant2
Upland Antshrike,uplant1
Black-backed Antshrike,blbant1
Band-tailed Antshrike,batant2
Amazonian Antshrike,amaant2
Streak-backed Antshrike,stbant1
Acre Antshrike,acrant1
Star-throated Antwren,sttant1
Pearly Antshrike,peaant1
Black Bushbird,blabus1
Recurve-billed Bushbird,rebbus1
Rondonia Bushbird,ronbus1
Russet Antshrike,rusant1
Rufescent Antshrike,rufant12
Spot-breasted Antvireo,spbant5
Plain Antvireo,plaant1
Streak-crowned Antvireo,stcant1
Spot-crowned Antvireo,spcant1
Rufous-backed Antvireo,rubant2
Bicolored Antvireo,bicant4
Plumbeous Antvireo,pluant3
White-streaked Antvireo,whsant4
Dusky-throated Antshrike,dutant2
Saturnine Antshrike,satant1
Cinereous Antshrike,cinant1
Bluish-slate Antshrike,blsant1
Spiny-faced Antshrike,spfant1
Plain-throated Antwren,pltant1
Rufous-bellied Antwren,rubant3
Spot-winged Antshrike,spwant2
Checker-throated Stipplethroat,chtant1
Brown-bellied Stipplethroat,brbant2
White-eyed Stipplethroat,wheant1
Rufous-backed Stipplethroat,rubsti1
Rio Madeira Stipplethroat,madant1
Foothill Stipplethroat,fooant1
Ornate Stipplethroat,ornant1
Rufous-tailed Stipplethroat,rutant3
Pygmy Antwren,pygant1
Moustached Antwren,mouant
Yellow-throated Antwren,yetant1
Sclater's Antwren,sclant1
Guianan Streaked-Antwren,guista1
Amazonian Streaked-Antwren,amasta1
Pacific Antwren,pacant
Cherrie's Antwren,cheant1
Klages's Antwren,klaant1
Stripe-chested Antwren,stcant4
White-flanked Antwren,whfant2
Slaty Antwren,slaant1
Rio Suno Antwren,risant1
Salvadori's Antwren,salant1
Long-winged Antwren,lowant1
Band-tailed Antwren,batant3
Ihering's Antwren,iheant1
Rio de Janeiro Antwren,rdjant2
Ashy Antwren,ashant1
Unicolored Antwren,uniant1
Alagoas Antwren,alaant1
Plain-winged Antwren,plwant2
Gray Antwren,gryant1
Leaden Antwren,leaant1
Banded Antbird,banant2
Stripe-backed Antbird,stbant2
Bahia Antwren,bahant1
